Sample	isSMA	isCarrier	SMN1_CN	SMN2_CN	SMN*_CN	Total_CN_raw	Full_length_CN_raw	g.27134T>G_CN	population
HG03986	False	False	2	2	0	3.815	3.93	0	SAS
HG04047	False	False	2	0	0	1.938	2.059	0	SAS
HG03887	False	False	2	2	0	4.017	4.03	0	SAS
HG03851	False	False	2	0	0	2.053	1.974	0	SAS
HG03900	False	False	3	1	0	3.955	3.929	0	SAS
HG03947	False	False	2	2	0	3.868	4.085	0	SAS
NA20899	False	False	2	1	0	2.909	3.039	0	SAS
HG04029	False	False	2	2	0	3.953	3.958	0	SAS
HG04003	False	False	4	1	0	4.905	5.084	0	SAS
NA20903	False	False	3	1	0	3.899	4.089	0	SAS
HG03949	False	False	2	2	0	4.044	4.01	0	SAS
HG03667	False	False	2	1	0	3.007	3.005	0	SAS
NA21127	False	False	2	2	0	3.954	4.079	0	SAS
HG03858	False	False	2	2	0	3.981	3.97	0	SAS
HG03991	False	False	2	0	0	1.948	1.876	0	SAS
NA21144	False	False	2	1	0	2.951	3.098	0	SAS
HG03607	False	False	3	0	0	2.986	3.136	0	SAS
HG03668	False	False	2	1	1	3.946	3.012	0	SAS
NA21135	False	False	3	0	0	3.052	2.91	0	SAS
NA21088	False	False	2	2	0	3.884	3.926	0	SAS
HG03890	False	False	3	0	0	2.926	3.179	0	SAS
NA21142	False	False	2	1	0	2.936	3.083	0	SAS
HG04039	False	False	2	2	0	3.992	3.898	0	SAS
HG03716	False	False	2	2	0	3.91	4.011	0	SAS
HG03237	False	False	2	2	0	3.963	3.986	0	SAS
HG03016	False	False	2	2	0	3.979	3.849	0	SAS
HG03898	False	False	2	2	0	4.0	3.913	0	SAS
HG03238	False	False	2	1	0	3.05	2.964	0	SAS
NA21089	False	False	2	2	0	3.94	3.916	0	SAS
HG04033	False	False	2	2	0	3.992	4.156	0	SAS
HG03926	False	False	2	1	0	2.938	3.019	0	SAS
NA21091	False	False	2	3	0	4.878	5.015	0	SAS
HG03015	False	False	3	1	0	3.998	4.111	0	SAS
HG03730	False	False	2	2	0	3.964	4.003	0	SAS
HG03713	False	False	2	1	1	4.136	2.877	0	SAS
NA21143	False	False	2	2	0	3.905	3.737	0	SAS
HG03703	False	False	3	1	0	3.932	4.053	0	SAS
HG03907	False	False	2	2	0	3.922	3.892	0	SAS
HG03714	False	False	4	1	0	4.81	4.913	0	SAS
NA21128	False	False	2	2	0	3.96	3.93	0	SAS
NA21086	False	False	2	2	0	4.062	4.139	0	SAS
HG03009	False	False	2	2	0	4.005	3.848	0	SAS
HG03702	False	False	2	2	0	3.981	3.914	0	SAS
HG03594	False	False	2	2	0	3.985	4.042	0	SAS
NA21090	False	False	3	1	0	3.994	4.217	0	SAS
HG03805	False	False	3	1	0	3.929	3.91	0	SAS
HG03228	False	False	4	0	0	4.039	4.068	0	SAS
HG03722	False	False	2	2	0	3.889	3.799	0	SAS
HG03808	False	False	2	1	0	2.996	3.111	0	SAS
HG03731	False	False	2	2	0	3.88	4.112	0	SAS
HG03812	False	False	2	2	0	4.009	3.958	0	SAS
NA21133	False	False	2	1	0	2.857	2.939	0	SAS
HG03229	False	False	3	0	0	2.871	3.13	0	SAS
HG03937	False	False	2	2	0	3.931	4.119	0	SAS
HG02700	False	False	2	2	0	4.017	4.12	0	SAS
HG04106	False	False	2	1	0	3.034	2.991	0	SAS
HG03709	False	False	2	2	0	3.952	3.83	0	SAS
HG02493	False	False	3	0	0	2.856	2.906	0	SAS
HG02494	False	False	2	2	0	3.999	3.904	0	SAS
HG03012	False	False	2	2	0	3.863	3.923	0	SAS
HG03717	False	False	2	2	0	4.06	4.024	0	SAS
NA20896	False	True	1	1	0	1.99	1.936	0	SAS
HG03007	False	False	2	2	0	3.97	4.107	0	SAS
HG02649	False	False	2	1	1	3.914	2.899	0	SAS
HG03905	False	False	2	2	0	3.874	4.087	0	SAS
HG03585	False	False	2	1	0	3.085	2.915	0	SAS
HG03809	False	False	2	2	0	3.865	3.776	0	SAS
HG03781	False	False	3	1	0	3.923	4.015	0	SAS
HG02651	False	False	2	2	0	3.937	3.799	0	SAS
HG03595	False	False	2	2	0	4.026	4.014	0	SAS
HG03796	False	False	2	2	0	3.972	3.892	0	SAS
HG02682	False	False	3	0	0	2.945	3.026	0	SAS
HG03928	False	True	1	2	0	2.959	3.122	0	SAS
HG03934	False	False	2	2	0	4.012	4.125	0	SAS
HG03793	False	False	2	2	0	3.908	3.702	0	SAS
HG02736	False	False	2	2	0	3.909	3.923	0	SAS
HG03770	False	False	2	2	0	3.973	4.083	0	SAS
NA20900	False	False	3	1	0	3.919	4.062	0	SAS
HG02648	False	False	2	1	1	4.019	2.899	0	SAS
HG03755	False	False	2	2	0	3.927	3.963	0	SAS
HG03771	False	False	3	0	0	2.92	3.054	0	SAS
HG03817	False	False	2	1	0	2.913	3.055	0	SAS
HG02792	False	False	2	1	0	3.04	3.034	0	SAS
HG03908	False	False	2	1	0	3.103	3.052	0	SAS
HG02681	False	False	2	2	0	3.919	3.902	0	SAS
NA21094	False	False	2	1	0	2.961	2.975	0	SAS
HG03589	False	False	2	2	0	4.001	4.242	0	SAS
HG03593	False	False	2	1	0	2.986	3.139	0	SAS
HG02775	False	False	2	2	0	3.909	4.059	0	SAS
HG03787	False	False	2	2	0	3.924	3.738	0	SAS
HG03803	False	False	2	2	0	3.872	4.173	0	SAS
HG02652	False	False	2	1	0	2.998	2.969	0	SAS
HG03925	False	False	2	2	0	3.905	3.825	0	SAS
HG02793	False	False	2	1	0	2.91	2.857	0	SAS
NA20901	False	False	2	2	0	4.016	3.86	0	SAS
HG03708	False	False	2	1	0	2.958	3.115	0	SAS
HG02774	False	False	2	2	0	4.059	4.268	0	SAS
HG03772	False	False	2	3	0	4.862	4.931	0	SAS
NA21092	False	False	2	0	1	2.889	1.935	0	SAS
HG03624	False	False	2	2	0	3.941	4.077	0	SAS
HG03931	False	False	2	2	0	3.852	3.935	0	SAS
NA20902	False	False	2	2	0	3.998	4.071	0	SAS
HG03598	False	False	2	2	0	3.843	4.215	0	SAS
HG03775	False	False	2	1	0	3.0	2.905	0	SAS
HG02699	False	False	2	2	0	3.935	3.938	0	SAS
HG03911	False	False	2	1	0	2.959	3.092	0	SAS
NA20910	False	False	3	2	0	4.997	5.09	0	SAS
HG03615	False	False	2	2	0	3.972	3.807	0	SAS
HG03646	False	False	2	2	0	3.941	4.12	0	SAS
HG03786	False	False	3	0	0	3.016	2.903	0	SAS
HG04146	False	False	2	0	0	2.029	1.97	0	SAS
HG03616	False	False	2	3	0	4.961	5.01	0	SAS
NA20904	False	False	2	3	0	4.948	5.059	0	SAS
HG02661	False	False	3	1	0	3.92	3.715	0	SAS
HG03916	False	False	2	2	0	3.917	3.764	0	SAS
HG03687	False	False	2	2	0	3.961	3.742	0	SAS
HG03680	False	False	2	2	0	3.97	4.07	0	SAS
